-1.365369160030237694e+01 -1.341104102835378242e+01 -1.533074594725227691e+01 -1.696126871595582131e+01 -1.870926508786897813e+01 -1.843346596670620130e+01 -2.271422990321946500e+01 -1.999503503999524057e+01 -2.154234741992808821e+01 -1.990385904698315755e+01 -2.853221323282300403e+01 -2.763391028999887311e+01 -2.898911247285027670e+01 -2.591760149303215144e+01
-1.349251064379278908e+01 -1.324986007184419634e+01 -1.516956499074269082e+01 -1.680008775944623522e+01 -1.854808413135939205e+01 -1.827228501019661522e+01 -2.255304894670987892e+01 -1.983385408348565448e+01 -2.138116646341849858e+01 -1.974267809047357147e+01 -2.837103227631341795e+01 -2.747272933348928703e+01 -2.882793151634069062e+01 -2.575642053652256536e+01
-1.333132968728321011e+01 -1.308867911533461736e+01 -1.500838403423311185e+01 -1.663890680293665625e+01 -1.838690317484981307e+01 -1.811110405368703624e+01 -2.239186799020029994e+01 -1.967267312697607196e+01 -2.121998550690891960e+01 -1.958149713396399250e+01 -2.820985131980383542e+01 -2.731154837697970450e+01 -2.866675055983111164e+01 -2.559523958001298638e+01
-1.317014873077362225e+01 -1.292749815882502951e+01 -1.484720307772352399e+01 -1.647772584642706661e+01 -1.822572221834022699e+01 -1.794992309717744661e+01 -2.223068703369071386e+01 -1.951149217046648587e+01 -2.105880455039933352e+01 -1.942031617745440641e+01 -2.804867036329424934e+01 -2.715036742047011842e+01 -2.850556960332152556e+01 -2.543405862350339675e+01
-1.300896777426404327e+01 -1.276631720231545053e+01 -1.468602212121394501e+01 -1.631654488991748764e+01 -1.806454126183064446e+01 -1.778874214066786763e+01 -2.206950607718113133e+01 -1.935031121395690690e+01 -2.089762359388975455e+01 -1.925913522094482744e+01 -2.788748940678467036e+01 -2.698918646396053944e+01 -2.834438864681194303e+01 -2.527287766699381777e+01
-1.284778681775445541e+01 -1.260513624580586267e+01 -1.452484116470435715e+01 -1.615536393340790156e+01 -1.790336030532105838e+01 -1.762756118415828155e+01 -2.190832512067154525e+01 -1.918913025744732082e+01 -2.073644263738016491e+01 -1.909795426443524136e+01 -2.772630845027508428e+01 -2.682800550745095336e+01 -2.818320769030236050e+01 -2.511169671048423169e+01
-1.268660586124487644e+01 -1.244395528929628369e+01 -1.436366020819477818e+01 -1.599418297689832258e+01 -1.774217934881147940e+01 -1.746638022764870257e+01 -2.174714416416196627e+01 -1.902794930093773829e+01 -2.057526168087058593e+01 -1.893677330792565883e+01 -2.756512749376550175e+01 -2.666682455094137438e+01 -2.802202673379277797e+01 -2.495051575397465271e+01
-1.252542490473528858e+01 -1.228277433278669584e+01 -1.420247925168519032e+01 -1.583300202038873472e+01 -1.758099839230189332e+01 -1.730519927113911649e+01 -2.158596320765238019e+01 -1.886676834442815220e+01 -2.041408072436099985e+01 -1.877559235141607274e+01 -2.740394653725591567e+01 -2.650564359443178475e+01 -2.786084577728319189e+01 -2.478933479746506663e+01
-1.236424394822570960e+01 -1.212159337627711686e+01 -1.404129829517560957e+01 -1.567182106387915574e+01 -1.741981743579231434e+01 -1.714401831462953751e+01 -2.142478225114280121e+01 -1.870558738791857323e+01 -2.025289976785142088e+01 -1.861441139490649377e+01 -2.724276558074633670e+01 -2.634446263792220577e+01 -2.769966482077361292e+01 -2.462815384095548410e+01
-1.220306299171612352e+01 -1.196041241976753078e+01 -1.388011733866602349e+01 -1.551064010736956789e+01 -1.725863647928272471e+01 -1.698283735811994788e+01 -2.126360129463321158e+01 -1.854440643140898715e+01 -2.009171881134183479e+01 -1.845323043839690413e+01 -2.708158462423675061e+01 -2.618328168141261969e+01 -2.753848386426402328e+01 -2.446697288444589802e+01
